id,isolate,aliases,country,continent,region,year,source,NCBI_BioProject,comments,sender,curator,date_entered,datestamp,FKS,LEU2,NMT1,TRP1,UGP1,URA3,ST (MLST)
1250,CAS12-3684,SRR8697392,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,2,5,7,5,1,2,6
1251,CAS12-3690,SRR8697405,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1252,CAS12-3692,SRR8697429,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1253,CAS12-3698,SRR8697295,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,13,9,3,1,17
1254,CAS12-3708,SRR8697477,USA,North America,,2011,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1255,CAS12-3737,SRR8697300,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1256,CAS12-3739,SRR8697419,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,5,6,12,1,8,22
1257,CAS12-3810,SRR8697503,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1258,CAS12-3900,SRR8697481,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,57,4,1,3,186
1259,CAS12-3946,SRR8697358,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1260,CAS12-3949,SRR8697284,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1261,CAS12-3950,SRR8697287,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,2,1,8
1262,CAS12-3951,SRR8697353,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,2,1,8
1263,CAS12-3980,SRR8697448,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,33,5,61,12,1,2,189
1264,CAS12-3983,SRR8697404,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1265,CAS12-3998,SRR8697362,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1266,CAS12-4008,SRR8697305,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1267,CAS12-4022,SRR8697265,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1268,CAS12-4046,SRR8697471,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,2,5,7,5,1,2,6
1269,CAS12-4098,SRR8697288,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1270,CAS12-4099,SRR8697389,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1271,CAS12-4162,SRR8697399,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1272,CAS12-4163,SRR8697453,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,4,4,3,3,4,7
1273,CAS12-4176,SRR8697264,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1274,CAS12-4212,SRR8697275,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1275,CAS12-4215,SRR8697426,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,2,1,8
1276,CAS12-4242,SRR8697361,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1277,CAS12-4323,SRR8697451,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1278,CAS12-4380,SRR8697317,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1279,CAS12-4440,SRR8697303,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,4,4,3,3,4,7
1280,CAS13-4493,SRR8697325,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1281,CAS13-4530,SRR8697440,USA,North America,,2012,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,2,5,7,5,1,2,6
1282,CAS13-4641,SRR8697417,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,59,10,5,9,187
1283,CAS13-4648,SRR8697335,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,10,14,12,11,3,2,76
1284,CAS13-4714,SRR8697310,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1285,CAS13-4735,SRR8697388,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,1,2,2,1,1,1,2
1286,CAS13-4776,SRR8697373,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,18,11,10,5,9,60
1287,CAS13-4777,SRR8697322,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1288,CAS13-4778,SRR8697273,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,2,5,7,5,1,2,6
1289,CAS13-4791,SRR8697360,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1290,CAS13-4813,SRR8697323,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1291,CAS13-4841,SRR8697386,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1292,CAS13-4862,SRR8697378,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1293,CAS13-4866,SRR8697500,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1294,CAS13-4878,SRR8697398,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,32,4,3,5,1,2,183
1295,CAS13-4970,SRR8697416,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1296,CAS13-5030,SRR8697406,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1297,CAS13-5037,SRR8697277,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1298,CAS13-5109,SRR8697345,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1299,CAS13-5134,SRR8697307,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1300,CAS13-5140,SRR8697464,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1301,CAS13-5158,SRR8697488,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1302,CAS13-5210,SRR8697444,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1303,CAS13-5237,SRR8697418,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1304,CAS13-5239,SRR8697324,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1305,CAS13-5245,SRR8697445,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,3,9,8,1,5,4
1306,CAS14-5293,SRR8697478,USA,North America,,2013,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1307,CAS14-5468,SRR8697381,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1308,CAS14-5492,SRR8697430,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1309,CAS14-5498,SRR8697506,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1310,CAS14-5518,SRR8697413,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1311,CAS14-5563,SRR8697482,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1312,CAS14-5589,SRR8697319,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1313,CAS14-5591,SRR8697468,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,10,5,2,3,4,95
1314,CAS14-5641,SRR8697311,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1315,CAS14-5647,SRR8697491,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1316,CAS14-5770,SRR8697356,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,2,5,7,5,1,2,6
1317,CAS14-5851,SRR8697329,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1318,CAS14-5908,SRR8697355,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1319,CAS14-5951,SRR8697318,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1320,CAS14-5982,SRR8697351,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1321,CAS14-5984,SRR8697422,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1322,CAS14-5989,SRR8697370,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1323,CAS14-6054,SRR8697326,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1324,CAS15-6171,SRR8697469,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1325,CAS15-6184,SRR8697495,USA,North America,,2014,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1326,CAS15-6228,SRR8697510,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1327,CAS15-6272,SRR8697301,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1328,CAS15-6297,SRR8697460,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1329,CAS15-6327,SRR8697304,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,4,4,3,3,4,7
1330,CAS15-6394,SRR8697390,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1331,CAS15-6404,SRR8697409,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1332,CAS15-6472,SRR8697450,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1333,CAS15-6569,SRR8697336,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1334,CAS15-6616,SRR8697306,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1335,CAS15-6673,SRR8697330,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1336,CAS15-6677,SRR8697313,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1337,CAS15-6682,SRR8697438,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1338,CAS15-6696,SRR8697293,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1339,CAS15-6812,SRR8697455,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1340,CAS15-6814,SRR8697446,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1341,CAS16-6890,SRR8697297,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1342,CAS16-6915,SRR8697332,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1343,CAS16-6927,SRR8697338,USA,North America,,2015,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1344,CAS16-6951,SRR8697357,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1345,CAS16-7048,SRR8697359,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1346,CAS16-7105,SRR8697421,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1347,CAS16-7155,SRR8697299,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1348,CAS16-7231,SRR8697316,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1349,CAS16-7332,SRR8697470,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,3,12,22,2,3,4,56
1350,CAS16-7378,SRR8697268,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1351,CAS16-7380,SRR8697431,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,3,5,1,1,15
1352,CAS16-7397,SRR8697292,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1353,CAS16-7403,SRR8697266,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1354,CAS16-7419,SRR8697385,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1355,CAS16-7440,SRR8697339,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1356,CAS16-7442,SRR8697337,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,1,
1357,CAS16-7452,SRR8697315,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,5,7,8,7,3,6,3
1358,CAS16-7462,SRR8697497,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1359,CAS16-7574,SRR8697442,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,5,1,2,10
1360,CAS16-7575,SRR8697432,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1361,CAS16-7592,SRR8697498,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,6,6,5,2,3,4,19
1362,CAS16-7596,SRR8697274,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,5,13,9,3,1,17
1363,CAS17-7689,SRR8697400,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,10,5,19,19,1,17,43
1364,CAS17-7704,SRR8697423,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1365,CAS17-7712,SRR8697348,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,7,11,10,5,9,16
1366,CAS17-7728,SRR8697435,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,7,4,3,4,1,3,18
1367,CAS17-7768,SRR8697278,USA,North America,,2016,blood,PRJNA524686,,4,4,2019-09-18,2019-09-18,8,4,3,33,1,2,179
1368,32611,,South Korea,Asia,,,unknown,,,41,4,2019-12-16,2019-12-16,5,7,8,3,3,6,191
1369,MFCCKHY00059,,South Korea,Asia,,,unknown,,,41,4,2019-12-16,2019-12-16,7,5,6,7,1,8,192
1370,MFCCKHY00054,,South Korea,Asia,,,unknown,,,41,4,2019-12-16,2019-12-16,7,9,26,3,9,2,193
1371,32667,,South Korea,Asia,,,unknown,,,41,4,2019-12-16,2019-12-16,10,5,19,7,1,17,194
1372,32671,,South Korea,Asia,,,unknown,,,41,4,2019-12-16,2019-12-16,10,21,10,4,1,9,195
1373,1074991,,South Korea,Asia,Gyeonggi-do,2018,blood,,,56,4,2020-10-27,2020-10-27,3,4,4,3,3,28,200
1374,E482,CF001,China,Asia,Shenzhen,2020,vaginal swab,,,60,4,2020-11-16,2020-11-16,10,5,19,5,1,17,201
1375,E647,,China,Asia,Shenzhen,2020,vaginal swab,,,60,4,2020-12-23,2020-12-23,7,9,26,26,24,2,202
